  SYNC    include/config/auto.conf.cmd
  CC      drivers/xen/xenbus/xenbus_probe_backend.o
  CC      drivers/regulator/helpers.o
  CC      lib/math/gcd.o
  CC      drivers/acpi/hed.o
  CC      arch/arm64/lib/delay.o
  CC      drivers/xen/xenbus/xenbus_dev_frontend.o
  CC      lib/math/lcm.o
  CC      lib/math/int_pow.o
  CC      lib/math/int_sqrt.o
  CC      drivers/tty/vt/keyboard.o
  CC      net/ipv4/ip_fragment.o
  CC      lib/math/reciprocal_div.o
  CC      lib/math/rational.o
  CC      arch/arm64/lib/insn.o
  CC      drivers/xen/xenbus/xenbus_dev_backend.o
  CC      drivers/acpi/cppc_acpi.o
  CC      drivers/xen/xenbus/xenbus_probe_frontend.o
  AS      arch/arm64/lib/memchr.o
  CC      drivers/regulator/devres.o
  CC      drivers/regulator/irq_helpers.o
  AR      lib/math/built-in.a
  CC      lib/crypto/chacha.o
  CC      lib/crypto/aes.o
  AS      arch/arm64/lib/memcmp.o
  AS      arch/arm64/lib/memcpy.o
  CC      drivers/tty/vt/consolemap.o
  CC      net/ipv4/ip_forward.o
  AR      drivers/xen/xenbus/built-in.a
  CC      drivers/xen/xenfs/super.o
  AS      arch/arm64/lib/memset.o
  CC      drivers/acpi/spcr.o
  CC      drivers/acpi/pptt.o
  CC      lib/crypto/blake2s.o
  CC      drivers/regulator/of_regulator.o
  AS      arch/arm64/lib/strchr.o
  CC      drivers/xen/xenfs/xenstored.o
  AS      arch/arm64/lib/strcmp.o
  AS      arch/arm64/lib/strlen.o
  CC      lib/crypto/blake2s-generic.o
  CC      net/ipv4/ip_options.o
  HOSTCC  drivers/tty/vt/conmakehash
  AR      drivers/xen/xenfs/built-in.a
  CC      drivers/xen/cpu_hotplug.o
  AR      drivers/acpi/built-in.a
  AR      drivers/char/agp/built-in.a
  AS      arch/arm64/lib/strncmp.o
  CC      drivers/char/tpm/tpm-chip.o
  CC      drivers/tty/vt/vt.o
  CC      drivers/char/tpm/tpm-dev-common.o
  CC      drivers/regulator/fixed.o
  CC      drivers/xen/grant-table.o
  AS      arch/arm64/lib/strnlen.o
  AS      arch/arm64/lib/strrchr.o
  CC      drivers/char/tpm/tpm-dev.o
  CC      lib/crypto/sha256.o
  CC      drivers/regulator/virtual.o
  AS      arch/arm64/lib/tishift.o
  CC      drivers/char/tpm/tpm-interface.o
  CC      drivers/char/tpm/tpm1-cmd.o
  AS      arch/arm64/lib/crc32.o
  AS      arch/arm64/lib/mte.o
  AR      arch/arm64/lib/lib.a
  AR      arch/arm64/lib/built-in.a
  CC      drivers/xen/features.o
  AR      lib/crypto/built-in.a
  CC      net/ipv4/ip_output.o
  CC      lib/zlib_inflate/inffast.o
  CC      drivers/regulator/axp20x-regulator.o
  CC      drivers/xen/balloon.o
  CC      lib/zlib_inflate/inflate.o
  CC      drivers/xen/manage.o
  CC      drivers/regulator/bd718x7-regulator.o
  CC      lib/zlib_inflate/infutil.o
  CC      lib/zlib_deflate/deflate.o
  CC      drivers/char/tpm/tpm2-cmd.o
  CC      lib/zlib_inflate/inftrees.o
  SHIPPED drivers/tty/vt/defkeymap.c
  CONMK   drivers/tty/vt/consolemap_deftbl.c
  CC      drivers/tty/vt/defkeymap.o
  CC      lib/zlib_deflate/deftree.o
  CC      drivers/tty/vt/consolemap_deftbl.o
  CC      lib/zlib_inflate/inflate_syms.o
  AR      drivers/tty/vt/built-in.a
  CC      drivers/tty/hvc/hvc_console.o
  CC      drivers/xen/time.o
  CC      drivers/tty/serial/8250/8250_core.o
  CC      drivers/regulator/bd9571mwv-regulator.o
  CC      lib/zlib_deflate/deflate_syms.o
  AR      lib/zlib_inflate/built-in.a
  CC      drivers/regulator/fan53555.o
  CC      drivers/xen/mem-reservation.o
  CC      drivers/regulator/gpio-regulator.o
  CC      drivers/char/tpm/tpmrm-dev.o
  CC      drivers/tty/hvc/hvc_irq.o
  AR      lib/zlib_deflate/built-in.a
  CC      lib/lzo/lzo1x_compress.o
  CC      lib/lzo/lzo1x_decompress_safe.o
  CC      net/ipv4/ip_sockglue.o
  CC      drivers/tty/hvc/hvc_xen.o
  CC      drivers/char/tpm/tpm2-space.o
  CC      drivers/tty/serial/8250/8250_pnp.o
  CC      drivers/xen/arm-device.o
  CC      drivers/regulator/hi6421v530-regulator.o
  CC      drivers/regulator/max77620-regulator.o
  AR      lib/lzo/built-in.a
  CC      lib/lz4/lz4_compress.o
  CC      drivers/tty/serial/8250/8250_port.o
  AR      drivers/tty/hvc/built-in.a
  CC      drivers/tty/serdev/core.o
  CC      drivers/char/tpm/tpm-sysfs.o
  CC      drivers/tty/serdev/serdev-ttyport.o
  CC      drivers/xen/pci.o
  CC      drivers/regulator/max8973-regulator.o
  CC      drivers/regulator/fp9931-regulator.o
  CC      drivers/xen/dbgp.o
  CC      drivers/char/tpm/eventlog/common.o
  CC      drivers/regulator/mp8859.o
  AR      drivers/tty/serdev/built-in.a
  AR      drivers/tty/ipwireless/built-in.a
  CC      drivers/tty/tty_io.o
  CC      drivers/xen/biomerge.o
  CC      drivers/char/tpm/eventlog/tpm1.o
  CC      net/ipv4/inet_hashtables.o
  CC      drivers/xen/xen-balloon.o
  CC      drivers/xen/evtchn.o
  CC      drivers/regulator/mt6358-regulator.o
  CC      drivers/char/tpm/eventlog/tpm2.o
  CC      drivers/tty/serial/8250/8250_dma.o
  CC      lib/lz4/lz4_decompress.o
  CC      drivers/regulator/mt6397-regulator.o
  CC      drivers/xen/gntdev.o
  CC      drivers/char/tpm/tpm_ppi.o
  CC      drivers/xen/gntalloc.o
  CC      drivers/tty/serial/8250/8250_dwlib.o
  CC      drivers/regulator/qcom_spmi-regulator.o
  CC      drivers/char/tpm/eventlog/acpi.o
  CC      drivers/xen/sys-hypervisor.o
  CC      drivers/xen/swiotlb-xen.o
  CC      drivers/tty/n_tty.o
  CC      drivers/char/tpm/eventlog/efi.o
  CC      net/ipv4/inet_timewait_sock.o
  CC      drivers/xen/privcmd.o
  AR      lib/lz4/built-in.a
  CC      lib/zstd/fse_compress.o
  CC      drivers/tty/serial/8250/8250_pci.o
  CC      drivers/regulator/pca9450-regulator.o
  CC      drivers/char/tpm/eventlog/of.o
  CC      drivers/xen/privcmd-buf.o
  CC      lib/zstd/huf_compress.o
  CC      drivers/char/tpm/tpm_i2c_infineon.o
  CC      drivers/regulator/pf8x00-regulator.o
  CC      lib/zstd/compress.o
  CC      drivers/xen/efi.o
  CC      drivers/xen/xlate_mmu.o
  CC      drivers/tty/tty_ioctl.o
  CC      net/ipv4/inet_connection_sock.o
  CC      drivers/regulator/pfuze100-regulator.o
  CC      drivers/tty/serial/8250/8250_exar.o
  AR      drivers/char/tpm/built-in.a
  CC      drivers/char/mem.o
  CC      drivers/char/random.o
  AR      drivers/xen/built-in.a
  AR      drivers/iommu/amd/built-in.a
  AR      drivers/iommu/intel/built-in.a
  CC      drivers/iommu/arm/arm-smmu/arm-smmu.o
  CC      drivers/regulator/pwm-regulator.o
  CC      drivers/tty/serial/8250/8250_early.o
  CC      drivers/iommu/arm/arm-smmu/arm-smmu-impl.o
  CC      drivers/tty/tty_ldisc.o
  CC      drivers/tty/serial/8250/8250_fsl.o
  CC      drivers/iommu/arm/arm-smmu/arm-smmu-nvidia.o
  CC      drivers/regulator/rk808-regulator.o
  CC      drivers/char/misc.o
  CC      drivers/tty/serial/8250/8250_dw.o
  CC      drivers/tty/serial/8250/8250_of.o
  CC      net/ipv4/tcp.o
  CC      drivers/regulator/rohm-regulator.o
  CC      drivers/regulator/s2mps11.o
  AR      drivers/iommu/arm/arm-smmu/built-in.a
  CC      drivers/iommu/arm/arm-smmu-v3/arm-smmu-v3.o
  CC      drivers/char/virtio_console.o
  CC      net/ipv4/tcp_input.o
  AR      drivers/tty/serial/8250/built-in.a
  CC      drivers/tty/serial/serial_core.o
  CC      drivers/tty/serial/earlycon.o
  AR      drivers/regulator/built-in.a
  CC      drivers/gpu/imx/dpu/dpu-common.o
  CC      drivers/tty/serial/amba-pl011.o
  AR      drivers/char/built-in.a
  CC      drivers/base/power/sysfs.o
  CC      drivers/base/power/generic_ops.o
  AR      drivers/iommu/arm/arm-smmu-v3/built-in.a
  AR      drivers/iommu/arm/built-in.a
  CC      drivers/iommu/iommu.o
  CC      drivers/gpu/imx/dpu/dpu-constframe.o
  CC      drivers/base/power/common.o
  CC      drivers/tty/serial/imx.o
  CC      drivers/gpu/imx/dpu/dpu-disengcfg.o
  CC      net/ipv4/tcp_output.o
  CC      drivers/gpu/imx/dpu/dpu-extdst.o
  CC      drivers/base/power/qos.o
  CC      drivers/tty/serial/imx_earlycon.o
  CC      drivers/iommu/iommu-traces.o
  CC      drivers/gpu/imx/dpu/dpu-fetchdecode.o
  CC      drivers/iommu/iommu-sysfs.o
  CC      drivers/tty/serial/xilinx_uartps.o
  CC      drivers/base/power/runtime.o
  CC      net/ipv4/tcp_timer.o
  CC      drivers/gpu/imx/dpu/dpu-fetcheco.o
  CC      drivers/iommu/dma-iommu.o
  CC      drivers/tty/serial/fsl_lpuart.o
  CC      drivers/gpu/imx/dpu/dpu-fetchlayer.o
  CC      lib/zstd/entropy_common.o
  CC      lib/zstd/fse_decompress.o
  CC      drivers/base/power/wakeirq.o
  CC      lib/zstd/zstd_common.o
  CC      lib/zstd/huf_decompress.o
  CC      lib/zstd/decompress.o
  CC      drivers/gpu/imx/dpu/dpu-fetchwarp.o
  CC      drivers/iommu/io-pgtable.o
  CC      drivers/base/power/main.o
  CC      net/ipv4/tcp_ipv4.o
  CC      drivers/tty/serial/fsl_linflexuart.o
  CC      net/ipv4/tcp_minisocks.o
  CC      drivers/gpu/imx/dpu/dpu-fetchunit.o
  CC      drivers/iommu/io-pgtable-arm-v7s.o
  CC      drivers/tty/serial/serial_mctrl_gpio.o
  CC      drivers/gpu/imx/dpu/dpu-framegen.o
  CC      drivers/iommu/io-pgtable-arm.o
  AR      lib/zstd/built-in.a
  CC      lib/xz/xz_dec_syms.o
  CC      drivers/base/power/wakeup.o
  AR      drivers/tty/serial/built-in.a
  CC      drivers/tty/tty_buffer.o
  CC      lib/xz/xz_dec_stream.o
  CC      net/ipv4/tcp_cong.o
  CC      drivers/iommu/iova.o
  CC      lib/xz/xz_dec_lzma2.o
  CC      lib/xz/xz_dec_bcj.o
  CC      drivers/gpu/imx/dpu/dpu-hscaler.o
  CC      drivers/tty/tty_port.o
  CC      drivers/gpu/imx/dpu/dpu-layerblend.o
  AR      lib/xz/built-in.a
  CC      lib/mpi/generic_mpih-lshift.o
  CC      drivers/gpu/imx/dpu-blit/dpu-blit.o
  CC      drivers/base/power/wakeup_stats.o
  CC      lib/mpi/generic_mpih-mul1.o
  CC      drivers/iommu/of_iommu.o
  CC      drivers/base/power/domain.o
  CC      drivers/gpu/imx/dpu/dpu-sc-misc.o
  CC      drivers/tty/tty_mutex.o
  CC      lib/mpi/generic_mpih-mul2.o
  CC      net/ipv4/tcp_metrics.o
  AR      drivers/iommu/built-in.a
  CC      drivers/block/mtip32xx/mtip32xx.o
  CC      drivers/gpu/imx/dpu/dpu-signature.o
  CC      lib/mpi/generic_mpih-mul3.o
  AR      drivers/gpu/imx/dpu-blit/built-in.a
  CC      drivers/gpu/imx/lcdif/lcdif-common.o
  CC      drivers/gpu/imx/lcdifv3/lcdifv3-common.o
  CC      drivers/tty/tty_ldsem.o
  CC      lib/mpi/generic_mpih-rshift.o
  CC      drivers/tty/tty_baudrate.o
  CC      lib/mpi/generic_mpih-sub1.o
  CC      net/ipv4/tcp_fastopen.o
  CC      drivers/gpu/imx/dpu/dpu-store.o
  CC      lib/mpi/generic_mpih-add1.o
  AR      drivers/gpu/imx/lcdif/built-in.a
  CC      drivers/gpu/imx/imx8_pc.o
  CC      drivers/tty/tty_jobctrl.o
  AR      drivers/gpu/imx/lcdifv3/built-in.a
  CC      drivers/gpu/imx/imx8_prg.o
  CC      lib/mpi/ec.o
  CC      drivers/base/power/domain_governor.o
  AR      drivers/block/mtip32xx/built-in.a
  CC      drivers/block/brd.o
  CC      drivers/base/power/clock_ops.o
  CC      lib/mpi/mpicoder.o
  CC      drivers/tty/n_null.o
  CC      drivers/gpu/imx/imx8_dprc.o
  CC      drivers/gpu/imx/dpu/dpu-tcon.o
  CC      drivers/block/loop.o
  CC      net/ipv4/tcp_rate.o
  CC      drivers/tty/pty.o
  AR      drivers/base/power/built-in.a
  AR      drivers/base/firmware_loader/builtin/built-in.a
  CC      drivers/base/firmware_loader/main.o
  CC      lib/mpi/mpi-add.o
  CC      lib/mpi/mpi-bit.o
  CC      lib/mpi/mpi-cmp.o
  CC      drivers/tty/tty_audit.o
  CC      drivers/gpu/imx/dpu/dpu-vscaler.o
  CC      drivers/base/regmap/regmap.o
  CC      drivers/tty/sysrq.o
  CC      lib/mpi/mpi-sub-ui.o
  CC      lib/mpi/mpi-div.o
  CC      net/ipv4/tcp_recovery.o
  AR      drivers/base/firmware_loader/built-in.a
  AR      drivers/base/test/built-in.a
  CC      drivers/block/virtio_blk.o
  CC      lib/mpi/mpi-inv.o
  CC      drivers/block/xen-blkfront.o
  CC      lib/mpi/mpi-mod.o
  AR      drivers/gpu/imx/dpu/built-in.a
  AR      drivers/gpu/imx/built-in.a
  AR      drivers/gpu/drm/arm/built-in.a
  AR      drivers/gpu/drm/rcar-du/built-in.a
  AR      drivers/gpu/drm/omapdrm/built-in.a
  AR      drivers/gpu/drm/tilcdc/built-in.a
  CC      drivers/gpu/drm/imx/dcnano/dcnano-crtc.o
  CC      net/ipv4/tcp_ulp.o
  CC      lib/mpi/mpi-mul.o
  CC      drivers/base/regmap/regcache.o
  CC      lib/mpi/mpih-cmp.o
  AR      drivers/tty/built-in.a
  CC      drivers/misc/eeprom/at24.o
  CC      drivers/base/regmap/regcache-rbtree.o
  CC      drivers/gpu/drm/imx/dcnano/dcnano-drv.o
  CC      lib/mpi/mpih-div.o
  CC      lib/mpi/mpih-mul.o
  CC      drivers/base/regmap/regcache-flat.o
  AR      drivers/misc/eeprom/built-in.a
  AR      drivers/misc/cb710/built-in.a
  AR      drivers/misc/ti-st/built-in.a
  AR      drivers/misc/lis3lv02d/built-in.a
  AR      drivers/misc/cardreader/built-in.a
  CC      drivers/misc/sram.o
  CC      drivers/misc/pci_endpoint_test.o
  CC      drivers/base/regmap/regmap-debugfs.o
  AR      drivers/block/built-in.a
  CC      drivers/gpu/drm/imx/dcnano/dcnano-kms.o
  CC      net/ipv4/tcp_offload.o
  CC      drivers/gpu/drm/imx/dcnano/dcnano-plane.o
  CC      lib/mpi/mpi-pow.o
  CC      drivers/base/regmap/regmap-i2c.o
  CC      drivers/base/regmap/regmap-spi.o
  CC      drivers/base/regmap/regmap-mmio.o
  AR      drivers/misc/built-in.a
  CC      drivers/mfd/bd9571mwv.o
  AR      drivers/nfc/built-in.a
  CC      drivers/base/regmap/regmap-irq.o
  AR      drivers/gpu/drm/imx/dcnano/built-in.a
  CC      drivers/gpu/drm/imx/dpu/dpu-crtc.o
  CC      lib/mpi/mpiutil.o
  CC      drivers/mfd/cros_ec_dev.o
  CC      drivers/base/regmap/regmap-i3c.o
  CC      drivers/mfd/wm8994-core.o
  CC      drivers/mfd/wm8994-irq.o
  CC      drivers/mfd/wm8994-regmap.o
  CC      net/ipv4/datagram.o
  AR      lib/mpi/built-in.a
  CC      lib/dim/dim.o
  CC      lib/dim/net_dim.o
  CC      drivers/gpu/drm/imx/dpu/dpu-kms.o
  CC      drivers/mfd/imx-mix.o
  CC      drivers/mfd/mfd-core.o
  CC      lib/dim/rdma_dim.o
  AR      drivers/base/regmap/built-in.a
  CC      drivers/base/component.o
  CC      drivers/mfd/axp20x.o
  CC      drivers/mfd/axp20x-i2c.o
  CC      drivers/mfd/fp9931-core.o
  CC      drivers/gpu/drm/imx/dpu/dpu-plane.o
  AR      lib/dim/built-in.a
  CC      lib/fonts/fonts.o
  CC      lib/fonts/font_8x8.o
  CC      net/ipv4/raw.o
  CC      drivers/gpu/drm/imx/dpu/dpu-crc.o
  CC      drivers/base/core.o
  CC      drivers/mfd/max77620.o
  CC      lib/fonts/font_8x16.o
  CC      drivers/mfd/adp5585.o
  CC      drivers/mfd/rk808.o
  CC      drivers/gpu/drm/imx/dpu/dpu-blit.o
  CC      drivers/mfd/sec-core.o
  AR      lib/fonts/built-in.a
  CC      lib/argv_split.o
  CC      lib/bug.o
  CC      drivers/mfd/sec-irq.o
  CC      drivers/gpu/vga/vgaarb.o
  AR      drivers/gpu/drm/imx/dpu/built-in.a
  CC      drivers/gpu/drm/imx/dcss/dcss-drv.o
  CC      net/ipv4/udp.o
  CC      lib/buildid.o
  CC      lib/clz_tab.o
  CC      lib/cmdline.o
  CC      drivers/mfd/syscon.o
  CC      lib/cpumask.o
  CC      net/ipv4/udplite.o
  CC      lib/ctype.o
  CC      lib/dec_and_lock.o
  CC      drivers/gpu/drm/imx/dcss/dcss-dev.o
  CC      lib/decompress.o
  AR      drivers/gpu/vga/built-in.a
  CC      lib/decompress_bunzip2.o
  CC      lib/decompress_inflate.o
  CC      drivers/mfd/vexpress-sysreg.o
  CC      lib/decompress_unlz4.o
  CC      drivers/gpu/drm/imx/dcss/dcss-blkctl.o
  CC      drivers/base/bus.o
  CC      lib/decompress_unlzma.o
  CC      drivers/mfd/hi6421-pmic-core.o
  AR      drivers/gpu/drm/i2c/built-in.a
  CC      lib/decompress_unlzo.o
  CC      drivers/mfd/mt6397-core.o
  CC      net/ipv4/udp_offload.o
  CC      drivers/mfd/mt6397-irq.o
  CC      lib/decompress_unxz.o
  CC      drivers/gpu/drm/imx/dcss/dcss-ctxld.o
  CC      drivers/mfd/mt6358-irq.o
  CC      drivers/gpu/drm/imx/dcss/dcss-dtg.o
  CC      lib/decompress_unzstd.o
  CC      drivers/base/dd.o
  CC      drivers/mfd/rohm-bd718x7.o
  CC      drivers/base/syscore.o
  CC      lib/dump_stack.o
  CC      drivers/gpu/drm/imx/dcss/dcss-ss.o
  CC      drivers/gpu/drm/imx/dcss/dcss-dpr.o
  AR      drivers/mfd/built-in.a
  CC      drivers/dma-buf/heaps/system_heap.o
  CC      net/ipv4/arp.o
  CC      drivers/gpu/drm/imx/dcss/dcss-scaler.o
  CC      lib/earlycpio.o
  CC      lib/extable.o
  CC      drivers/base/driver.o
  CC      lib/fdt.o
  CC      net/ipv4/icmp.o
  CC      net/ipv4/devinet.o
  CC      lib/fdt_addresses.o
  CC      drivers/dma-buf/heaps/cma_heap.o
  CC      lib/fdt_empty_tree.o
  CC      lib/fdt_ro.o
  CC      net/ipv4/af_inet.o
  CC      lib/fdt_rw.o
  CC      drivers/gpu/drm/imx/dcss/dcss-kms.o
  CC      drivers/base/class.o
  AR      drivers/dma-buf/heaps/built-in.a
  CC      drivers/dma-buf/dma-buf.o
  CC      lib/fdt_strerror.o
  CC      lib/fdt_sw.o
  CC      lib/fdt_wip.o
  CC      lib/flex_proportions.o
  CC      drivers/gpu/drm/imx/dcss/dcss-crtc.o
  CC      lib/idr.o
  CC      drivers/base/platform.o
  CC      net/ipv4/igmp.o
  CC      drivers/dma-buf/dma-fence.o
  CC      net/ipv4/fib_frontend.o
  CC      lib/irq_regs.o
  CC      drivers/gpu/drm/imx/dcss/dcss-plane.o
  CC      lib/is_single_threaded.o
  CC      net/ipv4/fib_semantics.o
  CC      lib/klist.o
  CC      drivers/gpu/drm/panel/panel-ilitek-ili9806g.o
  CC      drivers/dma-buf/dma-fence-array.o
  CC      drivers/base/cpu.o
  CC      drivers/gpu/drm/imx/dcss/dcss-dec400d.o
  CC      lib/kobject.o
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:47:1: warning: useless storage class specifier in empty declaration
   47 | };
      | ^
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:53:1: warning: useless storage class specifier in empty declaration
   53 | };
      | ^
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:72:1: warning: useless storage class specifier in empty declaration
   72 | };
      | ^
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:86:1: warning: useless storage class specifier in empty declaration
   86 | };
      | ^
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:100:1: warning: useless storage class specifier in empty declaration
  100 | };
      | ^
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:109:1: warning: useless storage class specifier in empty declaration
  109 | };
      | ^
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c: In function ‘lt9211_configure_rx_digital’:
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:733:5: warning: this ‘if’ clause does not guard... [-Wmisleading-indentation]
  733 |     if(ret)
      |     ^~
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:736:9: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the ‘if’
  736 |         ret = regmap_write(ctx->regmap, 0x8630, 0x45);//port AB input port sel
      |         ^~~
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c: In function ‘lt9211_configure_rx_pll’:
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:764:22: warning: unused variable ‘pval’ [-Wunused-variable]
  764 |         unsigned int pval;
      |                      ^~~~
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:763:9: warning: unused variable ‘i’ [-Wunused-variable]
  763 |     int i;
      |         ^
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c: In function ‘lt9211_autodetect_rx’:
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:871:12: warning: unused variable ‘buf’ [-Wunused-variable]
  871 |         u8 buf[5];
      |            ^~~
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c: In function ‘lt9211_configure_tx_pll’:
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:1042:8: warning: unused variable ‘loopx’ [-Wunused-variable]
 1042 |     u8 loopx;
      |        ^~~~~
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:1041:12: warning: unused variable ‘bc’ [-Wunused-variable]
 1041 |         u8 bc[2];
      |            ^~
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c: In function ‘ili9806g_probe’:
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:1801:5: warning: this ‘if’ clause does not guard... [-Wmisleading-indentation]
 1801 |     if (ret < 0)
      |     ^~
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:1806:9: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the ‘if’
 1806 |         ctx->reset_gpio = devm_gpiod_get_optional(ctx->dev, "reset",
      |         ^~~
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c: In function ‘ili9806g_remove’:
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:1848:9: warning: ISO C90 forbids mixed declarations and code [-Wdeclaration-after-statement]
 1848 |         struct ili9806g *ctx = i2c_get_clientdata(client);
      |         ^~~~~~
At top level:
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:1333:12: warning: ‘lt9211_BT_set’ defined but not used [-Wunused-function]
 1333 | static int lt9211_BT_set(struct ili9806g *ctx)
      |            ^~~~~~~~~~~~~
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:1313:12: warning: ‘lt9211_RXCSC’ defined but not used [-Wunused-function]
 1313 | static int lt9211_RXCSC(struct ili9806g *ctx)
      |            ^~~~~~~~~~~~
drivers/gpu/drm/panel/panel-ilitek-ili9806g.c:741:12: warning: ‘lt9211_check_rx_clk_stable’ defined but not used [-Wunused-function]
  741 | static int lt9211_check_rx_clk_stable(struct ili9806g *ctx)
      |            ^~~~~~~~~~~~~~~~~~~~~~~~~~
  CC      drivers/dma-buf/dma-fence-chain.o
  AR      drivers/gpu/drm/panel/built-in.a
  AR      drivers/gpu/drm/bridge/analogix/built-in.a
  AR      drivers/gpu/drm/bridge/cadence/built-in.a
  CC      drivers/gpu/drm/imx/dcss/dcss-hdr10.o
  CC      drivers/gpu/drm/bridge/synopsys/dw-hdmi.o
  CC      drivers/base/firmware.o
  CC      lib/kobject_uevent.o
  CC      net/ipv4/fib_trie.o
  CC      drivers/dma-buf/dma-resv.o
  CC      drivers/gpu/drm/imx/dcss/dcss-wrscl.o
  CC      net/ipv4/fib_notifier.o
  CC      drivers/base/init.o
  CC      net/ipv4/inet_fragment.o
  CC      drivers/gpu/drm/imx/dcss/dcss-rdsrc.o
  CC      drivers/base/map.o
  CC      net/ipv4/ping.o
  CC      drivers/dma-buf/seqno-fence.o
  CC      drivers/base/devres.o
  CC      lib/logic_pio.o
  CC      drivers/gpu/drm/imx/dcss/dcss-dtrc.o
  CC      drivers/gpu/drm/bridge/synopsys/dw-hdmi-cec.o
  CC      drivers/dma-buf/dma-heap.o
  AR      drivers/gpu/drm/imx/dcss/built-in.a
  CC      drivers/gpu/drm/imx/lcdif/lcdif-crtc.o
  CC      lib/memcat_p.o
  CC      drivers/gpu/drm/bridge/synopsys/dw-mipi-dsi.o
  CC      drivers/base/attribute_container.o
  CC      drivers/gpu/drm/imx/lcdif/lcdif-plane.o
  CC      net/ipv4/ip_tunnel_core.o
  CC      drivers/dma-buf/sync_file.o
  CC      lib/memneq.o
  CC      net/ipv4/gre_offload.o
  CC      lib/nmi_backtrace.o
  CC      drivers/gpu/drm/imx/lcdif/lcdif-kms.o
  CC      drivers/base/transport_class.o
  CC      drivers/base/topology.o
  CC      lib/nodemask.o
  AR      drivers/dma-buf/built-in.a
  AR      drivers/macintosh/built-in.a
  CC      drivers/base/container.o
  CC      drivers/base/property.o
  CC      drivers/base/cacheinfo.o
  AR      drivers/gpu/drm/imx/lcdif/built-in.a
  CC      drivers/gpu/drm/imx/lcdifv3/lcdifv3-crtc.o
  AR      drivers/gpu/drm/bridge/synopsys/built-in.a
  CC      drivers/gpu/drm/bridge/fsl-imx-ldb.o
  CC      drivers/gpu/drm/imx/lcdifv3/lcdifv3-plane.o
  CC      net/ipv4/metrics.o
  CC      lib/plist.o
  CC      lib/radix-tree.o
  CC      net/ipv4/netlink.o
  CC      drivers/base/swnode.o
  CC      drivers/gpu/drm/imx/lcdifv3/lcdifv3-kms.o
  CC      drivers/base/devtmpfs.o
  AR      drivers/gpu/drm/bridge/built-in.a
  AR      drivers/gpu/drm/hisilicon/built-in.a
  CC      drivers/gpu/drm/mxsfb/mxsfb_drv.o
  AR      drivers/gpu/drm/imx/lcdifv3/built-in.a
  CC      drivers/gpu/drm/imx/imx-drm-core.o
  CC      drivers/base/node.o
  CC      lib/ratelimit.o
  CC      drivers/base/module.o
  CC      drivers/base/hypervisor.o
  CC      net/tls/tls_main.o
  CC      net/ipv4/nexthop.o
  CC      lib/rbtree.o
  CC      drivers/base/soc.o
  CC      drivers/gpu/drm/mxsfb/mxsfb_kms.o
  CC      drivers/base/pinctrl.o
  CC      drivers/base/devcoredump.o
  CC      lib/seq_buf.o
  CC      drivers/gpu/drm/imx/lcdif-mux-display.o
  CC      drivers/base/platform-msi.o
  CC      drivers/gpu/drm/imx/parallel-display.o
  AR      drivers/gpu/drm/mxsfb/built-in.a
  AR      drivers/gpu/drm/tiny/built-in.a
  CC      lib/sha1.o
  CC      net/tls/tls_sw.o
  CC      drivers/base/arch_topology.o
  CC      lib/show_mem.o
  CC      drivers/base/arch_numa.o
  CC      drivers/gpu/drm/imx/imx-tve.o
  CC      drivers/gpu/drm/imx/imx-ldb.o
  CC      drivers/gpu/drm/imx/imx8mp-ldb.o
  CC      lib/siphash.o
drivers/gpu/drm/imx/imx8mp-ldb.c: In function ‘imx8mp_ldb_encoder_atomic_check’:
drivers/gpu/drm/imx/imx8mp-ldb.c:174:34: warning: unused variable ‘mode’ [-Wunused-variable]
  174 |         struct drm_display_mode *mode = &crtc_state->adjusted_mode;
      |                                  ^~~~
drivers/gpu/drm/imx/imx8mp-ldb.c:172:21: warning: unused variable ‘ldb’ [-Wunused-variable]
  172 |         struct ldb *ldb = &imx8mp_ldb->base;
